"","groupid","groupid2","MPCAID","parameter","Pollutant","poc","year","scheduled","count_valid","pct_complete","count_zero","pct_zero","count_detect","pct_detect","average","X2nd_high","std_dev","confidence.95.","CAS","Site","AQS_ID_text","AQS_ID_num","City","Site_Name","Report_Name","RegionName","Region2","Site_Description","Address","UTM_zone","UTM_easting","UTM_north","km_mean","km_sd","km_UCL"
"74","470.43502.1","470.43502.1.2002",470,43502,"Formaldehyde",1,2002,61,53,0.868852459,0,0,53,1,1.448967925,5.4507,1.330116698,0.366625568,"50-00-0","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,1.44896792,1.342845377,1.819101946
"75","470.43503.1","470.43503.1.2002",470,43503,"Acetaldehyde",1,2002,61,58,0.950819672,0,0,58,1,0.891662069,2.4261,0.548441409,0.144205317,"75-07-0","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.89166207,0.553231381,1.037126846
"76","470.43504.1","470.43504.1.2002",470,43504,"Propionaldehyde",1,2002,61,59,0.967213115,2,0.033898305,57,0.966101695,0.160952542,0.7433,0.147911627,0.03854598,"123-38-6","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.16146102,0.148692373,0.200210463
"77","470.43510.1","470.43510.1.2002",470,43510,"Butyraldehyde",1,2002,61,57,0.93442623,4,0.070175439,53,0.929824561,0.145682456,0.4039,0.108286958,0.028732397,"123-72-8","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.1469386,0.107702563,0.175515937
"78","470.43804.1","470.43804.1.2002",470,43804,"Carbon Tetrachloride",1,2002,61,60,0.983606557,1,0.016666667,36,0.6,0.443525,0.7801,0.16638118,0.042980817,"56-23-5","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.50150833,0.100028903,0.527348536
"79","470.43811.1","470.43811.1.2002",470,43811,"Trichlorofluoromethane",1,2002,61,59,0.967213115,0,0,59,1,1.33470339,1.8709,0.188300685,0.049071426,"75-69-4","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,1.33470339,0.18991703,1.384196038
"80","470.43823.1","470.43823.1.2002",470,43823,"Dichlorodifluoromethane",1,2002,61,59,0.967213115,0,0,59,1,2.425827119,3.1946,0.387914922,0.101091179,"75-71-8","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,2.42582712,0.391244725,2.527786051
"81","470.45109.1","470.45109.1.2002",470,45109,"M/P Xylene",1,2002,61,59,0.967213115,0,0,37,0.627118644,0.651638983,2.0583,0.591911542,0.154252988,"0","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.72265085,0.551843442,0.866462034
"82","470.45201.1","470.45201.1.2002",470,45201,"Benzene",1,2002,61,59,0.967213115,0,0,59,1,0.834247458,1.9679,0.342425977,0.089236696,"71-43-2","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.83424746,0.34536531,0.92425015
"83","470.45202.1","470.45202.1.2002",470,45202,"Toluene",1,2002,61,59,0.967213115,0,0,59,1,1.929986441,3.2974,5.262889183,1.371516391,"108-88-3","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,1.92998644,5.308065026,3.31327572
"84","470.45203.1","470.45203.1.2002",470,45203,"Ethylbenzene",1,2002,61,58,0.950819672,2,0.034482759,7,0.120689655,0.180427586,0.6166,0.167712371,0.04409772,"100-41-4","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.36190862,0.102734957,0.3889214
"85","470.45204.1","470.45204.1.2002",470,45204,"O-Xylene",1,2002,61,60,0.983606557,2,0.033333333,8,0.133333333,0.216105,0.6817,0.223884897,0.057835602,"95-47-6","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.417615,0.162311564,0.459544523
"86","470.45208.1","470.45208.1.2002",470,45208,"1,2,4-Trimethylbenzene",1,2002,61,59,0.967213115,3,0.050847458,17,0.288135593,0.222959322,0.8013,0.187376307,0.048830532,"95-63-6","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.33068136,0.131921385,0.36506026
"87","470.45228.1","470.45228.1.2002",470,45228,"Benzene, 1-Ethenyl-4-Methyl",1,2002,61,58,0.950819672,3,0.051724138,9,0.155172414,0.157306897,0.6587,0.172417497,0.04533487,"622-97-9","Apple Valley","27-037-0470",270370470,"Apple Valley","Apple Valley","Apple Valley","Metro","Suburban","Westview Elementary Sch.","225 Garden View Dr.",15,481213,4953948,0.28316034,0.127374076,0.316651646
"88","7549.43207.1","7549.43207.1.2002",7549,43207,"Freon 113",1,2002,61,59,0.967213115,12,0.203389831,6,0.101694915,0.34499661,0.6974,0.219053637,0.057085689,"76-13-1","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.66442542,0.030137459,0.672279285
"89","7549.43502.1","7549.43502.1.2002",7549,43502,"Formaldehyde",1,2002,61,56,0.918032787,0,0,56,1,1.214008929,3.1294,0.945776597,0.253280627,"50-00-0","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,1.21400893,0.954335835,1.469581736
"90","7549.43503.1","7549.43503.1.2002",7549,43503,"Acetaldehyde",1,2002,61,58,0.950819672,0,0,58,1,0.993382759,2.7811,0.664190885,0.174640091,"75-07-0","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.99338276,0.669991788,1.16954812
"91","7549.43504.1","7549.43504.1.2002",7549,43504,"Propionaldehyde",1,2002,61,60,0.983606557,3,0.05,56,0.933333333,0.112828333,0.6642,0.13529656,0.034950807,"123-38-6","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.11371167,0.135830019,0.148800285
"92","7549.43510.1","7549.43510.1.2002",7549,43510,"Butyraldehyde",1,2002,61,58,0.950819672,4,0.068965517,54,0.931034483,0.115196552,0.3378,0.084597369,0.022243744,"123-72-8","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.11636207,0.083885865,0.138418734
"93","7549.43516.1","7549.43516.1.2002",7549,43516,"Trans-Crotonaldehyde",1,2002,61,58,0.950819672,50,0.862068966,7,0.120689655,0.006965517,0.0796,0.019548221,0.005139943,"123-73-9","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.03296724,0.01221578,0.036179216
"94","7549.43804.1","7549.43804.1.2002",7549,43804,"Carbon Tetrachloride",1,2002,61,59,0.967213115,0,0,35,0.593220339,0.457977966,0.7549,0.173627735,0.045247634,"56-23-5","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.51108475,0.120755042,0.542553685
"95","7549.43811.1","7549.43811.1.2002",7549,43811,"Trichlorofluoromethane",1,2002,61,59,0.967213115,0,0,59,1,1.456305085,2.0226,0.290216179,0.075630748,"75-69-4","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,1.45630508,0.292707351,1.532585031
"96","7549.43823.1","7549.43823.1.2002",7549,43823,"Dichlorodifluoromethane",1,2002,61,59,0.967213115,0,0,59,1,2.430942373,3.3578,0.419340389,0.109280701,"75-71-8","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,2.43094237,0.422939944,2.54116112
"97","7549.45109.1","7549.45109.1.2002",7549,45109,"M/P Xylene",1,2002,61,57,0.93442623,0,0,47,0.824561404,1.071110526,2.6054,0.651110931,0.172762984,"0","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,1.08642105,0.640102362,1.256263068
"98","7549.45201.1","7549.45201.1.2002",7549,45201,"Benzene",1,2002,61,59,0.967213115,0,0,59,1,0.910376271,1.8146,0.353252396,0.092058076,"71-43-2","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.91037627,0.356284661,1.003224558
"99","7549.45202.1","7549.45202.1.2002",7549,45202,"Toluene",1,2002,61,59,0.967213115,0,0,59,1,1.911332203,5.8638,1.263679462,0.329316661,"108-88-3","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,1.9113322,1.274526695,2.243475666
"100","7549.45203.1","7549.45203.1.2002",7549,45203,"Ethylbenzene",1,2002,61,59,0.967213115,0,0,25,0.423728814,0.3011,0.7295,0.179090705,0.046671292,"100-41-4","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.38641525,0.116643191,0.416812631
"101","7549.45204.1","7549.45204.1.2002",7549,45204,"O-Xylene",1,2002,61,57,0.93442623,0,0,24,0.421052632,0.339464912,0.8381,0.194204385,0.051529359,"95-47-6","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.42988421,0.124867383,0.463015986
"102","7549.45208.1","7549.45208.1.2002",7549,45208,"1,2,4-Trimethylbenzene",1,2002,61,57,0.93442623,2,0.035087719,27,0.473684211,0.359796491,0.9635,0.268232157,0.071171571,"95-63-6","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.42567193,0.219224569,0.483840038
"103","7549.45228.1","7549.45228.1.2002",7549,45228,"Benzene, 1-Ethenyl-4-Methyl",1,2002,61,57,0.93442623,2,0.035087719,21,0.368421053,0.245964912,0.8898,0.219427202,0.058221874,"622-97-9","Duluth (7549)","27-137-7549",271377549,"Duluth","Michigan St.","Duluth","Northern","Northern","MPCA SITE 7549 AIR TOXICS","1532 W Michigan St",15,567232,5179911,0.33623158,0.167881005,0.380776407
"104","907.43502.1","907.43502.1.2002",907,43502,"Formaldehyde",1,2002,61,52,0.852459016,0,0,52,1,1.730684615,4.1712,1.158867863,0.322630873,"50-00-0","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,1.73068462,1.170174159,2.056463186
"105","907.43503.1","907.43503.1.2002",907,43503,"Acetaldehyde",1,2002,61,56,0.918032787,0,0,56,1,1.172744643,2.8261,0.612014585,0.163898576,"75-07-0","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,1.17274464,0.617553292,1.338126492
"106","907.43504.1","907.43504.1.2002",907,43504,"Propionaldehyde",1,2002,61,58,0.950819672,5,0.086206897,53,0.913793103,0.175353448,0.5354,0.151922534,0.039945994,"123-38-6","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.17698276,0.151560525,0.216833569
"107","907.43510.1","907.43510.1.2002",907,43510,"Butyraldehyde",1,2002,61,57,0.93442623,5,0.087719298,52,0.912280702,0.195921053,0.67,0.155343932,0.041218293,"123-72-8","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.1975614,0.154848569,0.238648256
"108","907.43516.1","907.43516.1.2002",907,43516,"Trans-Crotonaldehyde",1,2002,61,56,0.918032787,48,0.857142857,8,0.142857143,0.008135714,0.0811,0.022086271,0.005914742,"123-73-9","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.03385,0.01432677,0.037686734
"109","907.43802.1","907.43802.1.2002",907,43802,"Dichloromethane",1,2002,61,56,0.918032787,32,0.571428571,6,0.107142857,0.200994643,1.3744,0.38667744,0.103552895,"75-09-2","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.75465714,0.215577941,0.81238929
"110","907.43804.1","907.43804.1.2002",907,43804,"Carbon Tetrachloride",1,2002,61,59,0.967213115,1,0.016949153,37,0.627118644,0.442944068,0.7361,0.169150524,0.044080867,"56-23-5","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.50297797,0.094939199,0.52771926
"111","907.43811.1","907.43811.1.2002",907,43811,"Trichlorofluoromethane",1,2002,61,59,0.967213115,0,0,59,1,1.289098305,1.6743,0.211051035,0.055000199,"75-69-4","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,1.28909831,0.212862665,1.344570623
"112","907.43823.1","907.43823.1.2002",907,43823,"Dichlorodifluoromethane",1,2002,61,58,0.950819672,0,0,58,1,2.44027931,3.0957,0.470741556,0.123775183,"75-71-8","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,2.44027931,0.474852914,2.565135519
"113","907.45109.1","907.45109.1.2002",907,45109,"M/P Xylene",1,2002,61,59,0.967213115,1,0.016949153,49,0.830508475,1.237783051,5.163,1.143033747,0.297876217,"0","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,1.26972542,1.128371092,1.563780528
"114","907.45201.1","907.45201.1.2002",907,45201,"Benzene",1,2002,61,59,0.967213115,0,0,59,1,1.071740678,3.4694,0.843753869,0.219883456,"71-43-2","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,1.07174068,0.850996524,1.293511582
"115","907.45202.1","907.45202.1.2002",907,45202,"Toluene",1,2002,61,59,0.967213115,0,0,59,1,2.366691525,8.0684,2.027234766,0.528300257,"108-88-3","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,2.36669153,2.044636242,2.899526637
"116","907.45203.1","907.45203.1.2002",907,45203,"Ethylbenzene",1,2002,61,59,0.967213115,1,0.016949153,23,0.389830508,0.368357627,1.4503,0.352170588,0.091776155,"100-41-4","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.45735593,0.308264313,0.537690048
"117","907.45204.1","907.45204.1.2002",907,45204,"O-Xylene",1,2002,61,58,0.950819672,1,0.017241379,24,0.413793103,0.420460345,1.7065,0.40652022,0.106889043,"95-47-6","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.51605517,0.357888834,0.610157242
"118","907.45207.1","907.45207.1.2002",907,45207,"1,3,5-Trimethylbenzene",1,2002,61,59,0.967213115,8,0.13559322,6,0.101694915,0.130557627,0.639,0.140104292,0.036511377,"108-67-8","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.31298305,0.07683896,0.333007392
"119","907.45208.1","907.45208.1.2002",907,45208,"1,2,4-Trimethylbenzene",1,2002,61,59,0.967213115,1,0.016949153,37,0.627118644,0.489245763,2.1777,0.482759708,0.125807865,"95-63-6","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.54291525,0.452415474,0.660815365
"120","907.45220.1","907.45220.1.2002",907,45220,"Styrene",1,2002,61,59,0.967213115,37,0.627118644,7,0.118644068,0.050610169,0.311,0.091282424,0.023788329,"100-42-5","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.21171695,0.031773428,0.21999715
"121","907.45228.1","907.45228.1.2002",907,45228,"Benzene, 1-Ethenyl-4-Methyl",1,2002,61,59,0.967213115,1,0.016949153,30,0.508474576,0.317279661,1.3617,0.316360587,0.082444018,"622-97-9","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.38633898,0.278338131,0.458874292
"122","907.45501.1","907.45501.1.2002",907,45501,"Benzaldehyde",1,2002,61,57,0.93442623,51,0.894736842,6,0.105263158,0.007764912,0.0824,0.023534637,0.00624458,"100-52-7","Mpls Humboldt","27-053-1007",270531007,"Minneapolis","Humboldt Ave.","Mpls-N Humboldt Ave ","Metro","Urban","zip is 55412","4646 N Humboldt",15,476472,4987409,0.03729123,0.015410609,0.041380215
"123","963.43207.1","963.43207.1.2002",963,43207,"Freon 113",1,2002,61,58,0.950819672,7,0.120689655,6,0.103448276,0.431815517,0.912,0.247760211,0.065145227,"76-13-1","Mpls Phillips","27-053-0963",270530963,"Minneapolis","HC Anderson Sch.","Mpls-Phillips","Metro","Urban","Anderson School","2727 - 10th Ave. So.",15,479628,4977817,0.69963966,0.12053722,0.731333306
"124","963.43502.1","963.43502.1.2002",963,43502,"Formaldehyde",1,2002,61,54,0.885245902,0,0,54,1,1.825201852,5.0445,1.295749155,0.353671438,"50-00-0","Mpls Phillips","27-053-0963",270530963,"Minneapolis","HC Anderson Sch.","Mpls-Phillips","Metro","Urban","Anderson School","2727 - 10th Ave. So.",15,479628,4977817,1.82520185,1.30791608,2.182194219
"125","963.43503.1","963.43503.1.2002",963,43503,"Acetaldehyde",1,2002,61,57,0.93442623,0,0,57,1,1.223468421,2.8615,0.625391765,0.165938771,"75-07-0","Mpls Phillips","27-053-0963",270530963,"Minneapolis","HC Anderson Sch.","Mpls-Phillips","Metro","Urban","Anderson School","2727 - 10th Ave. So.",15,479628,4977817,1.22346842,0.630950912,1.390882231
"126","963.43504.1","963.43504.1.2002",963,43504,"Propionaldehyde",1,2002,61,57,0.93442623,0,0,57,1,0.201815789,0.541,0.149799754,0.039747225,"123-38-6","Mpls Phillips","27-053-0963",270530963,"Minneapolis","HC Anderson Sch.","Mpls-Phillips","Metro","Urban","Anderson School","2727 - 10th Ave. So.",15,479628,4977817,0.20181579,0.151131333,0.24191633
"127","963.43510.1","963.43510.1.2002",963,43510,"Butyraldehyde",1,2002,61,56,0.918032787,0,0,56,1,0.187428571,0.3573,0.105000823,0.028119404,"123-72-8","Mpls Phillips","27-053-0963",270530963,"Minneapolis","HC Anderson Sch.","Mpls-Phillips","Metro","Urban","Anderson School","2727 - 10th Ave. So.",15,479628,4977817,0.18742857,0.105951076,0.215802453
